State,County,Total Owner occupied,Total Renter occupied
NH,Hillsborough,0.6774072507876759,0.32259274921232406
NH,Merrimack,0.7294876815418929,0.270512318458107
NH,Rockingham,0.7717427003018408,0.22825729969815925
NH,Strafford,0.6839072733209134,0.31609272667908656
NJ,Atlantic,0.6696230598669624,0.3303769401330377
NJ,Bergen,0.6650058233673266,0.33499417663267334
NJ,Burlington,0.7741486076913892,0.22585139230861087
NJ,Camden,0.6531433002913133,0.3468566997086867
NJ,Cape May,0.7810683585755219,0.2189316414244781
NJ,Cumberland,0.6544921403782269,0.3455078596217731
NJ,Essex,0.4455657103515861,0.5544342896484139
NJ,Gloucester,0.8060212262893104,0.19397877371068958
NJ,Hudson,0.3224897260273973,0.6775102739726028
NJ,Hunterdon,0.8689854168291351,0.13101458317086484
NJ,Mercer,0.6308328123914705,0.36916718760852957
NJ,Middlesex,0.6470335996049781,0.3529664003950219
NJ,Monmouth,0.7573842018361796,0.2426157981638204
NJ,Morris,0.7534522185981634,0.2465477814018367
NJ,Ocean,0.8050021600425362,0.19499783995746378
NJ,Passaic,0.5204870582786918,0.47951294172130826
NJ,Salem,0.7182557161734674,0.28174428382653266
NJ,Somerset,0.767853733417851,0.23214626658214893
NJ,Sussex,0.8670342198853098,0.1329657801146902
NJ,Union,0.5711249702073568,0.4288750297926432
NJ,Warren,0.7339115051884452,0.26608849481155483
NM,Bernalillo,0.6358258674193944,0.36417413258060555
NM,Doña Ana,0.631420472589125,0.36857952741087496
NM,Lea,0.6947929479294793,0.3052070520705207
NM,McKinley,0.75822234951549,0.24177765048451
NM,Otero,0.6802030456852792,0.3197969543147208
NM,Sandoval,0.8343658988615303,0.16563410113846969
NM,San Juan,0.7115120947997258,0.28848790520027423
NM,Santa Fe,0.7441840574751967,0.2558159425248033
NM,Valencia,0.8034632034632034,0.19653679653679654
NY,Albany,0.5947371208510187,0.40526287914898124
NY,Bronx,0.19592911122618217,0.8040708887738178
NY,Broome,0.6523468952777909,0.34765310472220906
NY,Cattaraugus,0.7626988514219029,0.23730114857809717
NY,Cayuga,0.7056680661891825,0.29433193381081746
NY,Chautauqua,0.702339192256467,0.297660807743533
NY,Chemung,0.6801762363374474,0.3198237636625526
NY,Clinton,0.7205256940342587,0.2794743059657413
NY,Dutchess,0.7263549820181934,0.2736450179818066
NY,Erie,0.6685857533848427,0.33141424661515734
NY,Jefferson,0.5623714732253023,0.4376285267746977
NY,Kings,0.30280236518184034,0.6971976348181597
NY,Madison,0.7921641496006958,0.2078358503993042
NY,Monroe,0.6483694646625878,0.3516305353374122
NY,Nassau,0.8391583886891341,0.160841611310866
NY,New York,0.2498444226010914,0.7501555773989086
NY,Niagara,0.7149986259961528,0.28500137400384723
NY,Oneida,0.6717252310625127,0.3282747689374873
NY,Onondaga,0.6508994003997335,0.3491005996002665
NY,Ontario,0.7300397000441111,0.2699602999558888
NY,Orange,0.7066973924295403,0.2933026075704597
NY,Oswego,0.7467180973489046,0.2532819026510954
NY,Putnam,0.8290109765114031,0.17098902348859693
NY,Queens,0.4564729994175604,0.5435270005824395
NY,Rensselaer,0.6374433622856799,0.3625566377143201
NY,Richmond,0.6982642508286387,0.3017357491713613
NY,Rockland,0.6981258953892934,0.3018741046107067
NY,St. Lawrence,0.7083550049647738,0.29164499503522623
NY,Saratoga,0.7344900524813921,0.26550994751860796
NY,Schenectady,0.6511433268569721,0.34885667314302793
NY,Steuben,0.7452151898734177,0.2547848101265823
NY,Suffolk,0.8285968774355358,0.1714031225644642
NY,Sullivan,0.639429432198961,0.3605705678010391
NY,Tompkins,0.535136836897614,0.46486316310238596
NY,Ulster,0.7441008354096439,0.25589916459035617
NY,Warren,0.7109219953580679,0.2890780046419321
NY,Wayne,0.7851633276388673,0.21483667236113269
NY,Westchester,0.6445541997546645,0.3554458002453354
NC,Alamance,0.651918722870369,0.34808127712963094
NC,Brunswick,0.840886480860768,0.15911351913923197
NC,Buncombe,0.6509425240125327,0.3490574759874673
NC,Burke,0.7213867652412557,0.2786132347587443
NC,Cabarrus,0.7448085349590399,0.2551914650409602
NC,Caldwell,0.7356748466257669,0.2643251533742331
NC,Carteret,0.7641962797083919,0.2358037202916081
NC,Catawba,0.6887655127367733,0.31123448726322667
NC,Chatham,0.8034568215034632,0.19654317849653682
NC,Cleveland,0.7464264443120905,0.25357355568790946
NC,Craven,0.6563990602529723,0.3436009397470277
NC,Cumberland,0.5224945726647061,0.47750542733529383
NC,Davidson,0.739165220016605,0.260834779983395
NC,Durham,0.5472970533657768,0.4527029466342231
NC,Forsyth,0.6467929608616213,0.3532070391383787
NC,Franklin,0.7912248491888044,0.20877515081119563
NC,Gaston,0.6676604942872659,0.33233950571273413
NC,Guilford,0.6315400754560765,0.3684599245439235
NC,Harnett,0.6542629401674906,0.34573705983250935
NC,Henderson,0.7638024573161002,0.23619754268389978
NC,Iredell,0.7352588719121933,0.26474112808780675
NC,Johnston,0.7896435399997564,0.21035646000024358
NC,Lincoln,0.8052308792387448,0.1947691207612552
NC,Mecklenburg,0.5647374024749969,0.43526259752500307
NC,Moore,0.7380722780915645,0.2619277219084355
NC,Nash,0.6473217807462726,0.35267821925372744
NC,New Hanover,0.5955263005724639,0.4044736994275361
NC,Onslow,0.6301883179934629,0.36981168200653713
NC,Orange,0.6650551872456143,0.33494481275438565
NC,Pitt,0.4949588504591283,0.5050411495408716
NC,Randolph,0.7495889039822693,0.25041109601773076
NC,Robeson,0.6547818695582256,0.34521813044177446
NC,Rockingham,0.7224084613185728,0.2775915386814272
NC,Rowan,0.7248351571268238,0.2751648428731762
NC,Surry,0.7395850512913547,0.2604149487086453
NC,Union,0.8164302756363375,0.18356972436366253
NC,Wake,0.6498996387905736,0.35010036120942645
NC,Wayne,0.5842282451206,0.4157717548794
NC,Wilkes,0.6753828912962271,0.32461710870377286
NC,Wilson,0.5725629791894852,0.42743702081051477
ND,Burleigh,0.7121771217712177,0.2878228782287823
ND,Cass,0.5089480784613364,0.49105192153866356
ND,Grand Forks,0.49239214175654855,0.5076078582434514
ND,Ward,0.6073623893036986,0.39263761069630143
OH,Allen,0.6601253016747519,0.339874698325248
OH,Ashtabula,0.7123387197795316,0.2876612802204685
OH,Belmont,0.7203606812868752,0.2796393187131248
OH,Butler,0.7258262185311214,0.2741737814688786
OH,Clark,0.7041376528160244,0.2958623471839756
OH,Clermont,0.7034042199503675,0.2965957800496325
OH,Columbiana,0.7416132725899579,0.25838672741004215
OH,Cuyahoga,0.5839568701441249,0.4160431298558751
OH,Delaware,0.7941964285714286,0.20580357142857142
OH,Erie,0.6731154710563081,0.3268845289436919
OH,Fairfield,0.7379384131866662,0.2620615868133338
OH,Franklin,0.5322644342326767,0.46773556576732334
OH,Geauga,0.872738562275973,0.12726143772402698
OH,Greene,0.7138539117100646,0.28614608828993543
OH,Hamilton,0.5954607915764235,0.4045392084235765
OH,Hancock,0.740853181434071,0.2591468185659291
OH,Lake,0.7805680568056805,0.21943194319431944
OH,Licking,0.7617361018875164,0.23826389811248358
OH,Lorain,0.7204093562568566,0.27959064374314335
OH,Lucas,0.6282234218593169,0.37177657814068304
OH,Mahoning,0.699658323561522,0.30034167643847803
OH,Marion,0.6905880447108376,0.3094119552891625
OH,Medina,0.8236124762919995,0.1763875237080005
OH,Miami,0.741297612538728,0.2587023874612721
OH,Montgomery,0.6243170904857862,0.3756829095142138
OH,Muskingum,0.6519955130475853,0.3480044869524147
OH,Portage,0.698301001648282,0.30169899835171804
OH,Richland,0.6844517118863049,0.31554828811369506
OH,Ross,0.6800654664484451,0.3199345335515548
OH,Scioto,0.6721341286005237,0.32786587139947626
OH,Stark,0.6931157958119543,0.3068842041880457
OH,Summit,0.6718850956081376,0.3281149043918624
OH,Trumbull,0.7244644392363769,0.27553556076362307
OH,Tuscarawas,0.6701478647502843,0.32985213524971563
OH,Warren,0.8116582397422704,0.18834176025772964
OH,Wayne,0.7336876625579555,0.2663123374420446
OH,Wood,0.6408390727986374,0.35916092720136267
OK,Canadian,0.7637179021003238,0.23628209789967622
OK,Cleveland,0.645838714676861,0.3541612853231389
OK,Comanche,0.5233813752175271,0.4766186247824729
OK,Creek,0.7536257454391475,0.24637425456085255
OK,Muskogee,0.6843443096476025,0.31565569035239743
OK,Oklahoma,0.5840637401137249,0.41593625988627514
OK,Payne,0.5156165773535847,0.4843834226464153
OK,Pottawatomie,0.714296435272045,0.285703564727955
OK,Rogers,0.7795337149239145,0.22046628507608543
OK,Tulsa,0.5967298520330196,0.4032701479669803
OK,Wagoner,0.7993246344502,0.2006753655498
OR,Benton,0.5226175349428208,0.4773824650571792
OR,Clackamas,0.7336688381858039,0.2663311618141962
OR,Deschutes,0.7487554170695891,0.2512445829304108
OR,Douglas,0.7096844348752746,0.29031556512472545
OR,Jackson,0.6828126892542146,0.3171873107457855
OR,Josephine,0.6730784927220786,0.32692150727792135
OR,Klamath,0.6769246746053724,0.3230753253946275
OR,Lane,0.6088862248529577,0.3911137751470423
OR,Linn,0.6706720937932109,0.3293279062067891
OR,Marion,0.6237541994403419,0.3762458005596581
OR,Multnomah,0.5480104303076252,0.45198956969237486
OR,Polk,0.660224382946896,0.33977561705310394
OR,Umatilla,0.6869013102359893,0.31309868976401073
OR,Washington,0.5891744965006528,0.4108255034993472
OR,Yamhill,0.7025751513286139,0.2974248486713861
PA,Adams,0.7920272095233332,0.20797279047666684
PA,Allegheny,0.6587658364658211,0.3412341635341789
PA,Armstrong,0.7860123758814218,0.21398762411857822
PA,Beaver,0.7624352694191743,0.23756473058082575
PA,Berks,0.7201543405229076,0.27984565947709233
PA,Blair,0.7798373330655688,0.22016266693443118
PA,Bucks,0.7667921425750236,0.23320785742497643
PA,Butler,0.7869490273331692,0.21305097266683082
PA,Cambria,0.7788289347539027,0.22117106524609736
PA,Carbon,0.7316672883252517,0.2683327116747482
PA,Centre,0.6565596856636183,0.34344031433638167
PA,Chester,0.7449705214974981,0.25502947850250185
PA,Clearfield,0.7954387076338296,0.2045612923661704
PA,Crawford,0.7747142509727627,0.22528574902723736
PA,Cumberland,0.7478428527794746,0.25215714722052535
PA,Dauphin,0.6584207335807943,0.3415792664192056
PA,Delaware,0.6906404617921935,0.3093595382078065
PA,Erie,0.6756179846419623,0.3243820153580376
PA,Fayette,0.7473118279569892,0.25268817204301075
PA,Franklin,0.7352491100336657,0.2647508899663343
PA,Indiana,0.7233280737953636,0.2766719262046365
PA,Lackawanna,0.6655605137381928,0.33443948626180714
PA,Lancaster,0.6923827613620676,0.30761723863793244
PA,Lawrence,0.7464035716254203,0.25359642837457974
PA,Lebanon,0.702218336793793,0.29778166320620697
PA,Lehigh,0.6397159110985478,0.36028408890145225
PA,Luzerne,0.6825962484716548,0.3174037515283452
PA,Lycoming,0.7185572710646081,0.28144272893539196
PA,Mercer,0.7165799447549303,0.2834200552450697
PA,Monroe,0.8148906792905154,0.18510932070948458
PA,Montgomery,0.7230796306018231,0.2769203693981769
PA,Northampton,0.725270154548791,0.27472984545120904
PA,Northumberland,0.7554926896332919,0.24450731036670809
PA,Philadelphia,0.5279526600002118,0.47204733999978815
PA,Schuylkill,0.7376314162028448,0.2623685837971552
PA,Somerset,0.7889404087240254,0.2110595912759746
PA,Washington,0.7995459884351283,0.2004540115648717
PA,Westmoreland,0.7776629416704347,0.22233705832956527
PA,York,0.7667553578016524,0.23324464219834767
RI,Kent,0.6934628733841655,0.3065371266158345
RI,Newport,0.6346480123202214,0.36535198767977867
RI,Providence,0.5721502254325709,0.4278497745674291
RI,Washington,0.7814003404633262,0.21859965953667382
SC,Aiken,0.7699036058550518,0.23009639414494823
SC,Anderson,0.7407150590611048,0.25928494093889515
SC,Beaufort,0.7411113588374929,0.25888864116250704
SC,Berkeley,0.7595922444716887,0.2404077555283113
SC,Charleston,0.6640879358967565,0.3359120641032434
SC,Dorchester,0.758860272097202,0.24113972790279797
SC,Florence,0.6589037370833657,0.3410962629166343
SC,Greenville,0.7088535460809201,0.29114645391907995
SC,Greenwood,0.6428114535124355,0.35718854648756443
SC,Horry,0.740826366670107,0.259173633329893
SC,Kershaw,0.8287029749724539,0.17129702502754604
SC,Lancaster,0.8222971221156339,0.1777028778843661
SC,Laurens,0.7682844243792325,0.2317155756207675
SC,Lexington,0.7770319423318564,0.22296805766814365
SC,Oconee,0.7676571730887929,0.2323428269112071
SC,Orangeburg,0.6356935378080395,0.3643064621919605
SC,Pickens,0.7026502038618355,0.2973497961381645
SC,Richland,0.6087259406059514,0.3912740593940486
SC,Spartanburg,0.7449956009561107,0.2550043990438892
SC,Sumter,0.6807899793938552,0.3192100206061448
SC,York,0.7331507575422943,0.26684924245770575
SD,Lincoln,0.7204968944099379,0.2795031055900621
SD,Minnehaha,0.6440836563817764,0.35591634361822355
SD,Pennington,0.7211638154484189,0.27883618455158116
TN,Anderson,0.7573026626752797,0.24269733732472035
TN,Blount,0.750045088915341,0.24995491108465895
TN,Bradley,0.6839976757699012,0.3160023242300988
TN,Davidson,0.5371150872821897,0.46288491271781024
TN,Greene,0.7945076088857792,0.20549239111422074
TN,Hamilton,0.644795485113004,0.35520451488699595
TN,Knox,0.64187538333149,0.35812461666851003
TN,Madison,0.6394412282909641,0.360558771709036
TN,Maury,0.7157520152993294,0.28424798470067053
TN,Montgomery,0.6149741517618397,0.38502584823816033
TN,Putnam,0.6071258766195174,0.3928741233804826
TN,Robertson,0.7660558880769655,0.23394411192303455
TN,Rutherford,0.7058321852653677,0.29416781473463227
TN,Sevier,0.7430051813471502,0.25699481865284973
TN,Shelby,0.553736705283516,0.44626329471648396
TN,Sullivan,0.7099151212138829,0.2900848787861171
TN,Sumner,0.7237011316872428,0.2762988683127572
TN,Washington,0.642056667606428,0.357943332393572
TN,Williamson,0.8237533641117651,0.17624663588823491
TN,Wilson,0.7643286645957091,0.2356713354042909
TX,Angelina,0.637562234925318,0.3624377650746819
TX,Bastrop,0.8004732946259047,0.19952670537409536
TX,Bell,0.5459013339828918,0.45409866601710824
TX,Bexar,0.5943424928247958,0.4056575071752042
TX,Bowie,0.6451612903225806,0.3548387096774194
TX,Brazoria,0.7383465663102177,0.26165343368978233
TX,Brazos,0.48804466420595677,0.5119553357940432
TX,Cameron,0.6470965270308102,0.3529034729691897
TX,Collin,0.6467121882894374,0.3532878117105625
TX,Comal,0.7347904795821463,0.26520952041785373
TX,Coryell,0.573943661971831,0.426056338028169
TX,Dallas,0.5053555568774089,0.4946444431225912
TX,Denton,0.6522833287153544,0.34771667128464556
TX,Ector,0.6723651607474014,0.3276348392525986
TX,Ellis,0.76230443638675,0.23769556361324992
TX,El Paso,0.6519212639108365,0.34807873608916357
TX,Fort Bend,0.7865095997121144,0.21349040028788552
TX,Galveston,0.676138491628636,0.32386150837136396
TX,Grayson,0.6744576377109187,0.32554236228908134
TX,Gregg,0.602039943548732,0.39796005645126803
TX,Guadalupe,0.7866284560523659,0.21337154394763408
TX,Harris,0.5472559394128022,0.45274406058719785
TX,Harrison,0.7856645789839944,0.21433542101600556
TX,Hays,0.6333527944376626,0.36664720556233743
TX,Henderson,0.7549729862475442,0.2450270137524558
TX,Hidalgo,0.6512595030491665,0.3487404969508336
TX,Hunt,0.6787614900822448,0.3212385099177552
TX,Jefferson,0.6195216602691188,0.3804783397308812
TX,Johnson,0.7706487612297553,0.22935123877024466
TX,Kaufman,0.7826814307336891,0.21731856926631085
TX,Liberty,0.8221577330146808,0.17784226698531921
TX,Lubbock,0.5623431096568262,0.43765689034317384
TX,McLennan,0.6104260031937362,0.38957399680626387
TX,Midland,0.7007509235148065,0.2992490764851935
TX,Montgomery,0.7417178310605571,0.2582821689394429
TX,Nueces,0.600090891995236,0.399909108004764
TX,Orange,0.787759793123264,0.21224020687673595
TX,Parker,0.8078343088698784,0.19216569113012158
TX,Potter,0.574338909875877,0.42566109012412306
TX,Randall,0.6823868764267639,0.3176131235732361
TX,Rockwall,0.8598489664115538,0.1401510335884462
TX,San Patricio,0.6431064914689155,0.35689350853108454
TX,Smith,0.6891653834308592,0.31083461656914074
TX,Starr,0.731551901336074,0.268448098663926
TX,Tarrant,0.5845965241033257,0.4154034758966743
TX,Taylor,0.5986886768856969,0.40131132311430306
TX,Tom Green,0.6802223393971351,0.31977766060286494
TX,Travis,0.5234758036527508,0.4765241963472492
TX,Victoria,0.6292003373874242,0.37079966261257585
TX,Walker,0.524247085492228,0.475752914507772
TX,Webb,0.6375714467166265,0.36242855328337353
TX,Wichita,0.628823541399197,0.3711764586008029
TX,Williamson,0.6793281397310574,0.32067186026894257
TX,Wise,0.8404842733854145,0.15951572661458546
UT,Cache,0.6479268660525767,0.3520731339474234
UT,Davis,0.7665331802767287,0.23346681972327132
UT,Salt Lake,0.6589627007182913,0.3410372992817087
UT,Tooele,0.8590763992338796,0.14092360076612045
UT,Utah,0.6889754862090621,0.3110245137909378
UT,Washington,0.7003671611102952,0.2996328388897048
UT,Weber,0.7362090686881522,0.2637909313118479
VT,Chittenden,0.6058249681888873,0.3941750318111127
VA,Albemarle,0.6844562451598628,0.3155437548401372
VA,Arlington,0.4389184102734418,0.5610815897265582
VA,Augusta,0.7793016630225933,0.22069833697740673
VA,Bedford,0.8254633649729017,0.17453663502709824
VA,Chesterfield,0.7593224075843316,0.2406775924156684
VA,Fairfax,0.6930477767496226,0.30695222325037747
VA,Fauquier,0.7344813478632797,0.2655186521367203
VA,Frederick,0.7508747578149851,0.2491252421850149
VA,Hanover,0.8291857879547713,0.17081421204522876
VA,Henrico,0.6555843397672128,0.34441566023278725
VA,James City,0.7790405666452028,0.22095943335479717
VA,Loudoun,0.7726846796068623,0.2273153203931377
VA,Montgomery,0.5448724732775955,0.4551275267224045
VA,Prince William,0.7648413196308345,0.23515868036916548
VA,Roanoke,0.7788350855651907,0.2211649144348093
VA,Rockingham,0.7995453288685448,0.20045467113145526
VA,Spotsylvania,0.821118036694738,0.17888196330526193
VA,Stafford,0.7889113258964456,0.21108867410355442
VA,York,0.7128486167936638,0.2871513832063361
VA,Alexandria city,0.43231422859046986,0.5676857714095301
VA,Chesapeake city,0.7372055109804047,0.2627944890195953
VA,Hampton city,0.5441982777882814,0.4558017222117186
VA,Lynchburg city,0.5205672758061102,0.47943272419388977
VA,Newport News city,0.471383035011421,0.528616964988579
VA,Norfolk city,0.4597217099061437,0.5402782900938563
VA,Portsmouth city,0.56134420848948,0.43865579151052
VA,Richmond city,0.4501696204305057,0.5498303795694943
VA,Roanoke city,0.5181486279590154,0.48185137204098455
VA,Suffolk city,0.7129176363587727,0.2870823636412273
VA,Virginia Beach city,0.6518615784434414,0.3481384215565586
WA,Benton,0.659931038969488,0.340068961030512
WA,Chelan,0.6052418096723869,0.3947581903276131
WA,Clallam,0.7560751157507262,0.24392488424927386
WA,Clark,0.6539070436625601,0.34609295633743986
WA,Cowlitz,0.6487593741320248,0.35124062586797516
WA,Franklin,0.7490427403497879,0.25095725965021215
WA,Grant,0.6116046328573035,0.3883953671426965
WA,Grays Harbor,0.6959672131147541,0.3040327868852459
WA,Island,0.795919501890149,0.20408049810985102
WA,King,0.5658790414408881,0.4341209585591119
WA,Kitsap,0.6955516499215219,0.3044483500784782
WA,Lewis,0.754395740465577,0.24560425953442297
WA,Mason,0.8266895670234862,0.17331043297651383
WA,Pierce,0.6539025737197556,0.34609742628024437
WA,Skagit,0.7113582574897539,0.2886417425102461
WA,Snohomish,0.6926064059673779,0.3073935940326221
WA,Spokane,0.6420658957415565,0.35793410425844346
WA,Thurston,0.6641407676684928,0.33585923233150716
WA,Whatcom,0.6051464448757848,0.39485355512421516
WA,Yakima,0.6174590766967077,0.38254092330329226
WV,Berkeley,0.7678841879585374,0.2321158120414626
WV,Cabell,0.6633443516439151,0.33665564835608486
WV,Harrison,0.7492254140687756,0.2507745859312244
WV,Kanawha,0.6906123605636706,0.30938763943632946
WV,Monongalia,0.5830718801217514,0.4169281198782486
WV,Raleigh,0.7411286222674123,0.25887137773258767
WV,Wood,0.7969012193757691,0.2030987806242309
WI,Brown,0.6478022227262418,0.35219777727375823
WI,Chippewa,0.7246836624239483,0.2753163375760517
WI,Dane,0.5780243026516456,0.4219756973483544
WI,Dodge,0.7313288871741167,0.26867111282588324
WI,Eau Claire,0.6492266432386193,0.3507733567613807
WI,Fond du Lac,0.745989054679826,0.254010945320174
WI,Jefferson,0.7500569995440036,0.24994300045599635
WI,Kenosha,0.6664208818758295,0.33357911812417046
WI,La Crosse,0.6429695123165462,0.3570304876834538
WI,Manitowoc,0.7254451786314257,0.2745548213685743
WI,Marathon,0.7456832157870965,0.25431678421290344
WI,Milwaukee,0.5036334783300893,0.4963665216699107
WI,Outagamie,0.7043245838253039,0.29567541617469606
WI,Ozaukee,0.7842242142540947,0.21577578574590528
WI,Portage,0.7193773591208203,0.2806226408791796
WI,Racine,0.6700814488794455,0.32991855112055446
WI,Rock,0.7060816783546467,0.2939183216453533
WI,St. Croix,0.826756705448431,0.1732432945515689
WI,Sauk,0.7435692486557186,0.25643075134428134
WI,Sheboygan,0.7234498947709244,0.2765501052290756
WI,Walworth,0.7147565334447384,0.28524346655526156
WI,Washington,0.7758139699131295,0.22418603008687055
WI,Waukesha,0.7610195763934191,0.23898042360658092
WI,Winnebago,0.6558232821386378,0.3441767178613622
WI,Wood,0.7265286923800565,0.27347130761994354
WY,Laramie,0.666506586169045,0.333493413830955
WY,Natrona,0.7293015691353191,0.27069843086468093
PR,Arecibo Municipio,0.583745042098671,0.41625495790132905
PR,Bayamón Municipio,0.6880018076372675,0.3119981923627325
PR,Caguas Municipio,0.6696297230277812,0.3303702769722187
PR,Carolina Municipio,0.6740030544714067,0.32599694552859326
PR,Guaynabo Municipio,0.7416681898495096,0.25833181015049045
PR,Mayagüez Municipio,0.499471709112107,0.5005282908878931
PR,Ponce Municipio,0.715359849621053,0.28464015037894697
PR,San Juan Municipio,0.5153129945166157,0.4846870054833842
PR,Toa Alta Municipio,0.8328234056793192,0.16717659432068074
PR,Toa Baja Municipio,0.7289927854010468,0.27100721459895316
